Location,Category,Business Name,Phone Number,Website URL,Rating,Review Count
"Bytco College, Nashik Road",cafe,Udupi Tadka's Hariyali Veg Restaurant & Party Hall,089560 36930,,4.2,2152.0
"Bytco College, Nashik Road",cafe,Sanju's Cafeteria Chinese Cafe,078880 04887,,4.7,6.0
"Bytco College, Nashik Road",cafe,Shri Chintamani POLI BHAJI KENDRA & FAST FOOD,095799 66007,,3.9,149.0
"Bytco College, Nashik Road",cafe,Oliv- Taste the Calm,090492 19589,,4.9,154.0
"Bytco College, Nashik Road",cafe,Aple Sarkar Seva Kendra and OMKAR CYBER CAFE,086006 90890,,3.7,146.0
"Bytco College, Nashik Road",lounge,H.R DANCE & FITNESS CLUB,,,4.9,93.0
"Bytco College, Nashik Road",lounge,P N Hair n Beauty Lounge,099223 38669,,5.0,2.0
"Bytco College, Nashik Road",lounge,Dancing Beast Studio,,,,
"Bytco College, Nashik Road",unisex salon,Sparkle 9 Beauty salon,,,5.0,22.0
"Bytco College, Nashik Road",unisex salon,Y & R Academy Makeup Studio,,,4.9,11.0
"Bytco College, Nashik Road",unisex salon,Studio N9 Salon & Academy,099228 22463,,5.0,35.0
"Bytco College, Nashik Road",unisex salon,Bina Hair & Beauty Care,084469 14442,,5.0,1.0
"Bytco College, Nashik Road",unisex salon,Glow & Glamour Beauty Salon & Academy,098237 72554,,4.7,3.0
"Bytco College, Nashik Road",unisex salon,Nazrana Saloon,099601 28179,,3.0,2.0
"Bytco College, Nashik Road",unisex salon,Prince Hair salon,,,5.0,2.0
"Bytco College, Nashik Road",unisex salon,Cut To Cut Mens Parlour,094219 88992,,4.3,22.0
"Bytco College, Nashik Road",unisex salon,Elegance The Beauty Salon,089996 74770,,3.0,2.0
"Bytco College, Nashik Road",unisex salon,Aayush Hair Saloon,097667 33618,,5.0,4.0
"Bytco College, Nashik Road",nail salon,Her Nails,,,5.0,6.0
"Bytco College, Nashik Road",nail salon,GLAM TOUCH,079728 62398,,5.0,16.0
"Bytco College, Nashik Road",nail salon,Mini Queen's Nail and Beauty Studio,098224 31566,,,
"Bytco College, Nashik Road",nail salon,Sunrise wellness spa,070302 03099,,4.8,533.0
"Bytco College, Nashik Road",nail salon,Dimple's Beauty Care and Makeup Academy,086685 30505,,5.0,87.0
"Bytco College, Nashik Road",nail salon,VS Salon & Makeover,083294 05461,,5.0,63.0
"Bytco College, Nashik Road",nail salon,Dignity Salon,,,4.9,37.0
"Bytco College, Nashik Road",nail salon,SuvarnGauri Beauty Parlour,,,5.0,4.0
"Bytco College, Nashik Road",nail salon,Palak Beauty Salon & Makeover,098509 31179,,5.0,3.0
"Bytco College, Nashik Road",aesthetic clinic,Dr Paresh Agiwal Skin & Hair transplant clinic,,,,
"Bytco College, Nashik Road",aesthetic clinic,Super Speciality Dental and Implant Center,098116 24947,,4.7,26.0
"Bytco College, Nashik Road",aesthetic clinic,Dr. Virendra Kharpate Skin Clinic,0253 246 6143,,3.7,19.0
"Bytco College, Nashik Road",aesthetic clinic,Divya Home Needs & Beauty Products,078419 30601,,5.0,1.0
"Bytco College, Nashik Road",aesthetic clinic,SHRUTI CLINIC Dr. Shridhar Mukadam,094206 94481,,4.9,13.0
"Bytco College, Nashik Road",aesthetic clinic,Dr. Nishant Ghodake Hospital,,,3.4,17.0
"Bytco College, Nashik Road",aesthetic clinic,Dr Rathod's Ortho Clinic In Nashik,072761 16146,,4.9,249.0
"Bytco College, Nashik Road",aesthetic clinic,Dr.Jaya's Arihant Homeopathic Clinic,095798 40646,,4.8,12.0
"Bytco College, Nashik Road",aesthetic clinic,"Dr. Jaydeep Bhambare- General Physician in Nashik | Hypertension, Diabetes, Thyroid Specialist | Infectious Disease Treatment",087999 32608,,4.1,10.0
"Bytco College, Nashik Road",aesthetic clinic,"SATVA ENT CLINIC, DR NARSINHA DAVANGE ENT SPECIALIST",089999 54831,,5.0,38.0
"Bytco College, Nashik Road",aesthetic clinic,Dr Rakhees cosmetic Homoeopathic clinic & Dahale Homoeopathic Clinic,,,5.0,50.0
"Bytco College, Nashik Road",aesthetic clinic,Jivaniya Super speciality clinic of ayurved,,,4.6,11.0
"Bytco College, Nashik Road",pilates studio,i-Active The Studio,,,4.0,12.0
"Bytco College, Nashik Road",crossfit,9SG Fitness,080559 04904,,4.9,74.0
"Bytco College, Nashik Road",crossfit,Fitness Legacy unisex gym,077579 99992,,4.7,139.0
"Bytco College, Nashik Road",crossfit,ICON FITNESS HUB UNISEX GYM,087884 91628,,4.9,258.0
"Bytco College, Nashik Road",crossfit,Body Boutique Female Fitness Club,096070 91993,,4.7,65.0
"Bytco College, Nashik Road",crossfit,Rode fitness center,096578 82336,,5.0,5.0
"Bytco College, Nashik Road",crossfit,OM'S FITNESS,094223 22722,,5.0,3.0
"Bytco College, Nashik Road",crossfit,Health Education of sports and fitness,085306 09668,,5.0,10.0
"Bytco College, Nashik Road",crossfit,"Icon Fitness 2.0,Unisex gym",087884 91628,,5.0,8.0
"Bytco College, Nashik Road",crossfit,THE BULL FITNESS,085549 58271,,4.7,11.0
"Bytco College, Nashik Road",crossfit,G Fit Fitness club,075176 78759,,4.8,39.0
"Bytco College, Nashik Road",crossfit,M45 The Fitness Studio - Best gym in Nashik road,091375 05478,,5.0,159.0
"Muktidham, Nashik Road",specialty coffee shop,BREW HUB COFFEE,099703 66649,,4.4,181.0
"Muktidham, Nashik Road",specialty coffee shop,NASHIK FOOD CAFE,077750 59111,,5.0,57.0
"Muktidham, Nashik Road",specialty coffee shop,"Amrutdham, nashik",,,4.3,94.0
"Muktidham, Nashik Road",specialty coffee shop,KARMVEER CAFE (Amruttulya ),098237 39334,,4.8,221.0
"Muktidham, Nashik Road",specialty coffee shop,Garam chaha and cafe,,,4.6,21.0
"Muktidham, Nashik Road",specialty coffee shop,2 Beans by Savya,,,5.0,12.0
"Muktidham, Nashik Road",specialty coffee shop,Muktidham Mandir,098508 44448,,4.5,16051.0
"Muktidham, Nashik Road",specialty coffee shop,New Relax Cafe,098230 40111,,4.2,37.0
"Muktidham, Nashik Road",specialty coffee shop,Shri Mysore Dosa Center,098227 77924,,4.2,237.0
"Muktidham, Nashik Road",specialty coffee shop,"Top n,Town Scoops and Smiles...",087669 73837,,4.8,28.0
"Muktidham, Nashik Road",specialty coffee shop,One Folk Cafe,,,4.0,24.0
"Muktidham, Nashik Road",specialty coffee shop,Coffee Hub,073042 09489,,3.9,35.0
"Muktidham, Nashik Road",specialty coffee shop,Cafe Junction,083083 45698,,4.6,173.0
"Muktidham, Nashik Road",specialty coffee shop,Cafe' Xpress,097638 62139,,4.4,443.0
"Muktidham, Nashik Road",specialty coffee shop,Rajubhai Dabeliwale | Nashik Road,093722 61763,,4.4,529.0
"Muktidham, Nashik Road",specialty coffee shop,Om Kutchhi Dabeli,079727 97618,,4.3,671.0
"Muktidham, Nashik Road",specialty coffee shop,Mauli Vadapav & Cafe,090215 60233,,4.8,17.0
"Muktidham, Nashik Road",specialty coffee shop,Blessings caffe,091750 43565,,5.0,110.0
"Muktidham, Nashik Road",specialty coffee shop,The Forest Cafeteria,,,4.8,24.0
"Muktidham, Nashik Road",specialty coffee shop,Alaknanda Bakery,093560 32224,,4.2,53.0
"Muktidham, Nashik Road",cafe,Madhuram Cafe,070203 60933,,4.2,74.0
"Muktidham, Nashik Road",cafe,Buba Junction,,,4.9,30.0
"Muktidham, Nashik Road",cafe,New Rasoi Restaurant Nashik,098810 79090,,4.1,1609.0
"Muktidham, Nashik Road",cafe,Nana's Chaha NMC,090281 22685,,4.1,20.0
"Muktidham, Nashik Road",cafe,Panchali Pure Veg Family Resturant,098507 50837,,3.6,623.0
"Muktidham, Nashik Road",cafe,Amritsar Soya Chaap,087934 21619,,4.7,171.0
"Muktidham, Nashik Road",cafe,Dhanshree Cafe & Mess,087882 12880,,4.2,10.0
"Muktidham, Nashik Road",cafe,Cafe TTMM,080077 84803,,4.2,377.0
"Muktidham, Nashik Road",cafe,Chaat Express,098815 00703,,5.0,24.0
"Muktidham, Nashik Road",cafe,The Peshawari Family Restaurant,088058 68736,,4.8,55.0
"Muktidham, Nashik Road",cafe,Hotel Sadhguru,075584 63118,,4.1,2512.0
"Muktidham, Nashik Road",cafe,SHIVBHOLE DOSA CENTER,088307 43916,,5.0,1.0
"Muktidham, Nashik Road",cafe,Jay Bajrang Milk Center,,,4.6,11.0
"Muktidham, Nashik Road",cafe,Shalimar Restaurant,097662 37520,,3.9,819.0
"Muktidham, Nashik Road",cafe,Walia Dhaba,,,4.0,7.0
"Muktidham, Nashik Road",lounge,Nmoshree tours and travels,,,,
"Muktidham, Nashik Road",lounge,Lions Club Garden,,,3.7,88.0
"Muktidham, Nashik Road",lounge,Hotel Orange Tree,,,3.3,390.0
"Muktidham, Nashik Road",lounge,Eagle Sports Ground,,,4.3,524.0
"Muktidham, Nashik Road",lounge,Shriram Guest House,0253 297 6974,,3.1,212.0
"Muktidham, Nashik Road",lounge,Mad Owl Club Bartending Service,,,5.0,1.0
"Muktidham, Nashik Road",lounge,Hotel Theem Plaaza Nashik,091300 34093,,3.9,572.0
"Muktidham, Nashik Road",lounge,Pratik Milk,,,1.0,1.0
"Muktidham, Nashik Road",lounge,Hotel cherman,,,,
"Muktidham, Nashik Road",lounge,Rana's Snacks (Thalipith) Centre,,,4.3,605.0
"Muktidham, Nashik Road",lounge,Snack-Bar,086001 89568,,,
"Muktidham, Nashik Road",lounge,IRCTC DORMITORY NASHIK ROAD,,,4.0,72.0
"Muktidham, Nashik Road",lounge,Hotel sai lodge,,,3.3,347.0
"Muktidham, Nashik Road",lounge,Kadam Mangal Karyalaya and Lawns,096731 16200,,4.0,702.0
"Muktidham, Nashik Road",unisex salon,Adaa-The Salon,099221 74313,,4.7,56.0
"Muktidham, Nashik Road",unisex salon,Look Well Makeup Studio and Spa,092712 46605,,4.7,26.0
"Muktidham, Nashik Road",unisex salon,Nitin Men's Parlour,097662 40812,,4.6,32.0
"Muktidham, Nashik Road",unisex salon,Crystal hair men's salon,,,5.0,8.0
"Muktidham, Nashik Road",unisex salon,Mirror Salon,098508 94848,,4.8,25.0
"Muktidham, Nashik Road",unisex salon,Cut And Shave,096376 87638,,4.6,58.0
"Muktidham, Nashik Road",aesthetic clinic,Tulip Dental Care & Kidney Care : Dr. Vipul Gattani | Dr. Shruti Gattani,099782 57085,,4.8,57.0
"Muktidham, Nashik Road",aesthetic clinic,Dr Kute,,,4.5,2.0
"Muktidham, Nashik Road",aesthetic clinic,Yashali Hospital Nashik Dr Shirish Ghan ENT,0253 246 8647,,4.7,45.0
"Muktidham, Nashik Road",aesthetic clinic,ArogyaNest Clinic,081809 75670,,5.0,6.0
"Muktidham, Nashik Road",aesthetic clinic,Assured Care Plus Hospital,0253 246 8786,,4.8,237.0
"Muktidham, Nashik Road",aesthetic clinic,AURA skin clinic and laser center,,,2.8,4.0
